	WORD	PAST	PAST-PARTICIPLE	PRESENT-PARTICIPLE
3606	plight	plighted	plighted	plighting
3607	plod	plodded	plodded	plodding
3608	plonk	plonked	plonked	plonking
3609	plop	plopped	plopped	plopping
3610	plot	plotted	plotted	plotting
3611	plough	ploughed	ploughed	ploughing
3612	plow	plowed	plowed	plowing
3613	pluck	plucked	plucked	plucking
3614	plug	plugged	plugged	plugging
3615	plumb	plumbed	plumbed	plumbing
3616	plume	plumed	plumed	pluming
3617	plummet	(plummetted plummeted)	(plummetted plummeted)	(plummetting plummeting)
3618	plump	plumped	plumped	plumping
3619	plunder	plunderred	plunderred	plunderring
3620	plunge	plunged	plunged	plunging
3621	ply	plied	plied	plying
3622	poach	poached	poached	poaching
3623	pocket	pocketted	pocketted	pocketting
3624	pod	podded	podded	podding
3625	point	pointed	pointed	pointing
3626	poise	poised	poised	poising
3627	poison	poisonned	poisonned	poisonning
3628	poke	poked	poked	poking
3629	polarize	polarized	polarized	polarizing
3630	poleax	poleaxed	poleaxed	poleaxing
3631	poleaxe	poleaxed	poleaxed	poleaxing
3632	police	policed	policed	policing
3633	polish	polished	polished	polishing
3634	politicize	politicized	politicized	politicizing
3635	politick	politicked	politicked	politicking
3636	poll	polled	polled	polling
3637	pollard	pollarded	pollarded	pollarding
3638	pollinate	pollinated	pollinated	pollinating
3639	pollute	polluted	polluted	polluting
3640	pomade	pomaded	pomaded	pomading
3641	pommel	pommelled	pommelled	pommelling
3642	ponder	ponderred	ponderred	ponderring
3643	poniard	poniarded	poniarded	poniarding
3644	pontificate	pontificated	pontificated	pontificating
3645	pony	ponied	ponied	ponying
3646	pooh-pooh	pooh-poohhed	pooh-poohhed	pooh-poohhing
3647	pool	poolled	poolled	poolling
3648	pop	popped	popped	popping
3649	popularize	popularized	popularized	popularizing
3650	populate	populated	populated	populating
3651	pore	pored	pored	poring
3652	port	ported	ported	porting
3653	portend	portended	portended	portending
3654	portion	portionned	portionned	portionning
3655	portray	portrayed	portrayed	portraying
3656	pose	posed	posed	posing
3657	posit	positted	positted	positting
3658	position	positionned	positionned	positionning
3659	possess	possessed	possessed	possessing
3660	post	posted	posted	posting
3661	postdate	postdated	postdated	postdating
3662	postmark	postmarked	postmarked	postmarking
3663	postpone	postponed	postponed	postponing
3664	postulate	postulated	postulated	postulating
3665	posture	postured	postured	posturing
3666	pot	potted	potted	potting
3667	potter	potterred	potterred	potterring
3668	pouch	pouched	pouched	pouching
3669	pounce	pounced	pounced	pouncing
3670	pound	pounded	pounded	pounding
3671	pour	pourred	pourred	pourring
3672	pout	poutted	poutted	poutting
3673	powder	powderred	powderred	powderring
3674	power	powerred	powerred	powerring
3675	power-dive	power-dived	power-dived	power-diving
3676	powwow	powwowed	powwowed	powwowing
3677	practice	practiced	practiced	practicing
3678	practise	practised	practised	practising
3679	praise	praised	praised	praising
3680	prance	pranced	pranced	prancing
3681	prate	prated	prated	prating
3682	prattle	prattled	prattled	prattling
3683	prawn	prawned	prawned	prawning
3684	pray	prayed	prayed	praying
3685	pre-empt	pre-empted	pre-empted	pre-empting
3686	pre-exist	pre-existed	pre-existed	pre-existing
3687	preach	preached	preached	preaching
3688	preachify	preachified	preachified	preachifying
3689	prearrange	prearranged	prearranged	prearranging
3690	precede	preceded	preceded	preceding
3691	precipitate	precipitated	precipitated	precipitating
3692	preclude	precluded	precluded	precluding
3693	precoat	precoatted	precoatted	precoatting
3694	preconceive	preconceived	preconceived	preconceiving
3695	predecease	predeceased	predeceased	predeceasing
3696	predestinate	predestinated	predestinated	predestinating
3697	predestine	predestined	predestined	predestining
3698	predetermine	predetermined	predetermined	predetermining
3699	predicate	predicated	predicated	predicating
3700	predict	predicted	predicted	predicting
3701	predigest	predigested	predigested	predigesting
3702	predispose	predisposed	predisposed	predisposing
3703	predominate	predominated	predominated	predominating
3704	preen	preenned	preenned	preenning
3705	prefabricate	prefabricated	prefabricated	prefabricating
3706	preface	prefaced	prefaced	prefacing
3707	prefer	preferred	preferred	preferring
3708	prefigure	prefigured	prefigured	prefiguring
3709	prefix	prefixed	prefixed	prefixing
3710	prefloat	prefloatted	prefloatted	prefloatting
3711	preheat	preheatted	preheatted	preheatting
3712	prejudge	prejudged	prejudged	prejudging
3713	prejudice	prejudiced	prejudiced	prejudicing
3714	prelude	preluded	preluded	preluding
3715	premeditate	premeditated	premeditated	premeditating
3716	premise	premised	premised	premising
3717	preoccupy	preoccupied	preoccupied	preoccupying
3718	preordain	preordainned	preordainned	preordainning
3719	prepare	prepared	prepared	preparing
3720	prepay	prepaid	prepaid	prepaying
3721	preponderate	preponderated	preponderated	preponderating
3722	prepossess	prepossessed	prepossessed	prepossessing
3723	prerecord	prerecorded	prerecorded	prerecording
3724	presage	presaged	presaged	presaging
3725	prescribe	prescribed	prescribed	prescribing
3726	present	presented	presented	presenting
3727	preserve	preserved	preserved	preserving
3728	preside	presided	presided	presiding
3729	press	pressed	pressed	pressing
3730	pressure	pressured	pressured	pressuring
3731	presume	presumed	presumed	presuming
3732	presuppose	presupposed	presupposed	presupposing
3733	pretend	pretended	pretended	pretending
3734	prettify	prettified	prettified	prettifying
3735	pretty	prettied	prettied	prettying
3736	prevail	prevailled	prevailled	prevailling
3737	prevaricate	prevaricated	prevaricated	prevaricating
3738	prevent	prevented	prevented	preventing
3739	preview	previewed	previewed	previewing
3740	prey	preyed	preyed	preying
3741	price	priced	priced	pricing
3742	prick	pricked	pricked	pricking
3743	prickle	prickled	prickled	prickling
3744	pride	prided	prided	priding
3745	prim	primmed	primmed	primming
3746	prime	primed	primed	priming
3747	primp	primped	primped	primping
3748	prink	prinked	prinked	prinking
3749	print	printed	printed	printing
3750	privatize	privatized	privatized	privatizing
3751	prize	prized	prized	prizing
3752	probate	probated	probated	probating
3753	probe	probed	probed	probing
3754	proceed	proceedded	proceedded	proceedding
3755	process	processed	processed	processing
3756	proclaim	proclaimmed	proclaimmed	proclaimming
3757	procrastinate	procrastinated	procrastinated	procrastinating
3758	procreate	procreated	procreated	procreating
3759	procure	procured	procured	procuring
3760	prod	prodded	prodded	prodding
3761	produce	produced	produced	producing
3762	profane	profaned	profaned	profaning
3763	profess	professed	professed	professing
3764	proffer	profferred	profferred	profferring
3765	profile	profiled	profiled	profiling
3766	profit	profitted	profitted	profitting
3767	profiteer	profiteerred	profiteerred	profiteerring
3768	prognosticate	prognosticated	prognosticated	prognosticating
3769	program	programmed	programmed	programming
3770	programme	programmed	programmed	programming
3771	progress	progressed	progressed	progressing
3772	prohibit	prohibitted	prohibitted	prohibitting
3773	project	projected	projected	projecting
3774	proliferate	proliferated	proliferated	proliferating
3775	prolong	prolonged	prolonged	prolonging
3776	promenade	promenaded	promenaded	promenading
3777	promise	promised	promised	promising
3778	promote	promoted	promoted	promoting
3779	prompt	prompted	prompted	prompting
3780	promulgate	promulgated	promulgated	promulgating
3781	pronounce	pronounced	pronounced	pronouncing
3782	proof	prooffed	prooffed	prooffing
3783	proofread	proofread	proofread	proofreadding
3784	prop	propped	propped	propping
3785	propagandize	propagandized	propagandized	propagandizing
3786	propagate	propagated	propagated	propagating
3787	propel	propelled	propelled	propelling
3788	prophesy	prophesied	prophesied	prophesying
3789	propitiate	propitiated	propitiated	propitiating
3790	proportion	proportionned	proportionned	proportionning
3791	propose	proposed	proposed	proposing
3792	proposition	propositionned	propositionned	propositionning
3793	propound	propounded	propounded	propounding
3794	prorogue	prorogued	prorogued	proroguing
3795	proscribe	proscribed	proscribed	proscribing
3796	prosecute	prosecuted	prosecuted	prosecuting
3797	proselytize	proselytized	proselytized	proselytizing
3798	prospect	prospected	prospected	prospecting
3799	prosper	prosperred	prosperred	prosperring
3800	prostitute	prostituted	prostituted	prostituting
3801	prostrate	prostrated	prostrated	prostrating
3802	protect	protected	protected	protecting
3803	protest	protested	protested	protesting
3804	protract	protracted	protracted	protracting
3805	protrude	protruded	protruded	protruding
3806	prove	proved	(proved proven)	proving
3807	provide	provided	provided	providing
3808	provision	provisionned	provisionned	provisionning
3809	provoke	provoked	provoked	provoking
3810	prowl	prowled	prowled	prowling
3811	prune	pruned	pruned	pruning
3812	pry	pried	pried	prying
3813	psychoanalyse	psychoanalysed	psychoanalysed	psychoanalysing
3814	psychoanalyze	psychoanalyzed	psychoanalyzed	psychoanalyzing
3815	publicize	publicized	publicized	publicizing
3816	publish	published	published	publishing
3817	pucker	puckerred	puckerred	puckerring
3818	puddle	puddled	puddled	puddling
3819	puff	puffed	puffed	puffing
3820	puke	puked	puked	puking
3821	pull	pulled	pulled	pulling
3822	pullulate	pullulated	pullulated	pullulating
3823	pulp	pulped	pulped	pulping
3824	pulsate	pulsated	pulsated	pulsating
3825	pulse	pulsed	pulsed	pulsing
3826	pulverize	pulverized	pulverized	pulverizing
3827	pummel	(pummelled pummeled)	(pummelled pummeled)	(pummelling pummeling)
3828	pump	pumped	pumped	pumping
3829	pun	punned	punned	punning
3830	punch	punched	punched	punching
3831	punctuate	punctuated	punctuated	punctuating
3832	puncture	punctured	punctured	puncturing
3833	punish	punished	punished	punishing
3834	punt	punted	punted	punting
3835	purchase	purchased	purchased	purchasing
3836	purge	purged	purged	purging
3837	purify	purified	purified	purifying
3838	purloin	purloinned	purloinned	purloinning
3839	purport	purported	purported	purporting
3840	purr	purred	purred	purring
3841	purse	pursed	pursed	pursing
3842	pursue	pursued	pursued	pursuing
3843	purvey	purveyed	purveyed	purveying
3844	push	pushed	pushed	pushing
3845	pussyfoot	pussyfootted	pussyfootted	pussyfootting
3846	put	put	put	putting
3847	putrefy	putrefied	putrefied	putrefying
3848	putt	putted	putted	putting
3849	putter	putterred	putterred	putterring
3850	putty	puttied	puttied	puttying
3851	puzzle	puzzled	puzzled	puzzling
3852	quack	quacked	quacked	quacking
3853	quadruple	quadrupled	quadrupled	quadrupling
3854	quadruplicate	quadruplicated	quadruplicated	quadruplicating
3855	quaff	quaffed	quaffed	quaffing
3856	quail	quailled	quailled	quailling
3857	quake	quaked	quaked	quaking
3858	qualify	qualified	qualified	qualifying
3859	quantify	quantified	quantified	quantifying
3860	quarantine	quarantined	quarantined	quarantining
3861	quarrel	(quarrelled quarreled)	(quarrelled quarreled)	(quarrelling quarreling)
3862	quarry	quarried	quarried	quarrying
3863	quarter	quarterred	quarterred	quarterring
3864	quash	quashed	quashed	quashing
3865	quaver	quaverred	quaverred	quaverring
3866	queen	queenned	queenned	queenning
3867	quell	quelled	quelled	quelling
3868	quench	quenched	quenched	quenching
3869	query	queried	queried	querying
3870	quest	quested	quested	questing
3871	question	questionned	questionned	questionning
3872	queue	queued	queued	queuing
3873	quibble	quibbled	quibbled	quibbling
3874	quick-freeze	(quick-freezed quick-froze)	(quick-freezed quick-frozen)	quick-freezing
3875	quicken	quickenned	quickenned	quickenning
3876	quiet	quietted	quietted	quietting
3877	quieten	quietenned	quietenned	quietenning
3878	quilt	quilted	quilted	quilting
3879	quip	quipped	quipped	quipping
3880	quit	quitted	quitted	quitting
3881	quiver	quiverred	quiverred	quiverring
3882	quiz	quizzed	quizzed	quizzing
3883	quote	quoted	quoted	quoting
3884	rabbit	rabbitted	rabbitted	rabbitting
3885	race	raced	raced	racing
3886	rack	racked	racked	racking
3887	racket	racketted	racketted	racketting
3888	radiate	radiated	radiated	radiating
3889	raffle	raffled	raffled	raffling
3890	raft	rafted	rafted	rafting
3891	rag	ragged	ragged	ragging
3892	rage	raged	raged	raging
3893	raid	raidded	raidded	raidding
3894	rail	railled	railled	railling
3895	railroad	railroadded	railroadded	railroadding
3896	rain	rainned	rainned	rainning
3897	raise	raised	raised	raising
3898	rake	raked	raked	raking
3899	rally	rallied	rallied	rallying
3900	ram	rammed	rammed	ramming
3901	ramble	rambled	rambled	rambling
3902	ramify	ramified	ramified	ramifying
3903	ramp	ramped	ramped	ramping
3904	rampage	rampaged	rampaged	rampaging
3905	range	ranged	ranged	ranging
3906	rank	ranked	ranked	ranking
3907	rankle	rankled	rankled	rankling
3908	ransack	ransacked	ransacked	ransacking
3909	ransom	ransommed	ransommed	ransomming
3910	rant	ranted	ranted	ranting
3911	rap	rapped	rapped	rapping
3912	rape	raped	raped	raping
3913	rarefy	rarefied	rarefied	rarefying
3914	rasp	rasped	rasped	rasping
3915	rat	ratted	ratted	ratting
3916	rate	rated	rated	rating
3917	ratify	ratified	ratified	ratifying
3918	ration	rationned	rationned	rationning
3919	rationalize	rationalized	rationalized	rationalizing
3920	rattle	rattled	rattled	rattling
3921	ravage	ravaged	ravaged	ravaging
3922	rave	raved	raved	raving
3923	ravel	(ravelled raveled)	(ravelled raveled)	(ravelling raveling)
3924	ravish	ravished	ravished	ravishing
3925	ray	rayed	rayed	raying
3926	raze	razed	razed	razing
3927	re-address	re-addressed	re-addressed	re-addressing
3928	re-count	re-counted	re-counted	re-counting
3929	re-cover	re-coverred	re-coverred	re-coverring
3930	re-elect	re-elected	re-elected	re-electing
3931	re-form	re-formed	re-formed	re-forming
3932	re-join	re-joinned	re-joinned	re-joinning
3933	reach	reached	reached	reaching
3934	react	reacted	reacted	reacting
3935	reactivate	reactivated	reactivated	reactivating
3936	read	read	read	readding
3937	readjust	readjusted	readjusted	readjusting
3938	readmit	readmitted	readmitted	readmitting
3939	reaffirm	reaffirmed	reaffirmed	reaffirming
3940	realign	realigned	realigned	realigning
3941	realize	realized	realized	realizing
3942	reanimate	reanimated	reanimated	reanimating
3943	reap	reapped	reapped	reapping
3944	reappear	reappearred	reappearred	reappearring
3945	rear	rearred	rearred	rearring
3946	rearm	rearmed	rearmed	rearming
3947	rearrange	rearranged	rearranged	rearranging
3948	reason	reasonned	reasonned	reasonning
3949	reassemble	reassembled	reassembled	reassembling
3950	reassert	reasserted	reasserted	reasserting
3951	reassess	reassessed	reassessed	reassessing
3952	reassign	reassigned	reassigned	reassigning
3953	reassure	reassured	reassured	reassuring
3954	reattribute	reattributed	reattributed	reattributing
3955	rebel	rebelled	rebelled	rebelling
3956	rebind	rebound	rebound	rebinding
3957	rebody	rebodied	rebodied	rebodying
3958	rebound	rebounded	rebounded	rebounding
3959	rebuff	rebuffed	rebuffed	rebuffing
3960	rebuild	rebuilt	rebuilt	rebuilding
3961	rebuke	rebuked	rebuked	rebuking
3962	rebut	rebutted	rebutted	rebutting
3963	recall	recalled	recalled	recalling
3964	recant	recanted	recanted	recanting
3965	recap	recapped	recapped	recapping
3966	recapitalize	recapitalized	recapitalized	recapitalizing
3967	recapitulate	recapitulated	recapitulated	recapitulating
3968	recapture	recaptured	recaptured	recapturing
3969	recast	recast	recast	recasting
3970	recede	receded	receded	receding
3971	receipt	receipted	receipted	receipting
3972	receive	received	received	receiving
3973	recess	recessed	recessed	recessing
3974	reciprocate	reciprocated	reciprocated	reciprocating
3975	recite	recited	recited	reciting
3976	reckon	reckonned	reckonned	reckonning
